cycle;started_at;ended_at;daemon_stop_reason;attempts_before;attempts_after;real_runs_before;real_runs_after;best_near_valid_before;best_near_valid_after;best_valid_after;expansion_done;repair_done;next_axis
155;2026-05-28T01:53:44.349542+00:00;2026-05-28T01:54:33.061199+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
156;2026-05-28T01:55:25.806576+00:00;2026-05-28T01:56:12.628306+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
157;2026-05-28T01:57:05.547360+00:00;2026-05-28T01:57:54.109686+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
158;2026-05-28T01:58:49.197730+00:00;2026-05-28T01:59:36.907338+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
159;2026-05-28T02:00:32.056056+00:00;2026-05-28T02:01:23.081816+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
160;2026-05-28T02:02:17.551020+00:00;2026-05-28T02:03:06.812171+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
161;2026-05-28T02:04:01.044328+00:00;2026-05-28T02:04:45.650472+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
162;2026-05-28T02:05:31.924268+00:00;2026-05-28T02:06:17.696992+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
163;2026-05-28T02:07:23.757225+00:00;2026-05-28T02:08:17.175756+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
164;2026-05-28T02:09:14.867773+00:00;2026-05-28T02:10:07.230507+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
165;2026-05-28T02:11:02.080411+00:00;2026-05-28T02:11:42.881984+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
166;2026-05-28T02:12:39.204536+00:00;2026-05-28T02:13:30.592246+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
167;2026-05-28T02:14:28.292185+00:00;2026-05-28T02:15:22.570563+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
168;2026-05-28T02:16:19.679958+00:00;2026-05-28T02:17:12.110811+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
169;2026-05-28T02:18:09.891146+00:00;2026-05-28T02:19:13.184665+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
170;2026-05-28T02:20:16.499683+00:00;2026-05-28T02:21:23.770056+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
171;2026-05-28T02:22:22.441475+00:00;2026-05-28T02:23:17.757655+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
172;2026-05-28T02:24:12.103718+00:00;2026-05-28T02:25:06.069461+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
173;2026-05-28T02:26:03.804767+00:00;2026-05-28T02:26:59.453849+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
174;2026-05-28T02:27:54.627415+00:00;2026-05-28T02:28:47.730125+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
175;2026-05-28T02:29:42.467797+00:00;2026-05-28T02:30:34.089547+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
176;2026-05-28T02:31:26.349740+00:00;2026-05-28T02:32:32.046440+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
177;2026-05-28T02:33:33.952557+00:00;2026-05-28T02:34:19.099558+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
178;2026-05-28T02:35:12.220686+00:00;2026-05-28T02:36:01.664686+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
179;2026-05-28T02:36:56.200859+00:00;2026-05-28T02:38:07.258053+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
180;2026-05-28T02:39:21.431008+00:00;2026-05-28T02:40:25.897399+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
181;2026-05-28T02:41:14.965345+00:00;2026-05-28T02:41:54.683509+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
182;2026-05-28T02:43:11.009135+00:00;2026-05-28T02:44:22.001242+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
183;2026-05-28T02:45:20.756192+00:00;2026-05-28T02:46:18.349488+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
184;2026-05-28T02:47:14.626980+00:00;2026-05-28T02:48:30.951203+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
185;2026-05-28T02:49:43.944467+00:00;2026-05-28T02:51:02.250959+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
186;2026-05-28T02:51:59.800870+00:00;2026-05-28T02:52:52.199851+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
187;2026-05-28T02:53:57.462241+00:00;2026-05-28T02:54:32.159518+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
188;2026-05-28T02:55:24.104391+00:00;2026-05-28T02:56:12.892833+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
189;2026-05-28T02:57:07.850440+00:00;2026-05-28T02:58:03.583376+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
190;2026-05-28T02:59:09.544314+00:00;2026-05-28T03:01:02.544293+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
191;2026-05-28T03:02:09.808021+00:00;2026-05-28T03:03:08.146467+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
192;2026-05-28T03:04:06.429018+00:00;2026-05-28T03:05:01.663086+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
193;2026-05-28T03:05:58.254123+00:00;2026-05-28T03:06:54.545810+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
194;2026-05-28T03:07:51.694870+00:00;2026-05-28T03:08:49.765214+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
195;2026-05-28T03:09:47.168432+00:00;2026-05-28T03:10:42.424798+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
196;2026-05-28T03:11:40.011204+00:00;2026-05-28T03:12:35.347067+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
197;2026-05-28T03:19:57.070657+00:00;2026-05-28T03:20:51.545966+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
198;2026-05-28T03:21:48.598394+00:00;2026-05-28T03:22:44.261040+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
199;2026-05-28T03:23:41.805901+00:00;2026-05-28T03:24:34.840837+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
200;2026-05-28T03:25:30.821201+00:00;2026-05-28T03:26:23.117942+00:00;expand_after_40_no_substantial;35;35;34;34;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN12_GUARD18_12_V1 cagr=10.8354 dd=-20.0542 trades=2371 years=15/13 class=high_cagr_dd_breach;HYP_DD20_CAGR_SL12_TOPN8_GUARD18_10_V1 cagr=10.8660 dd=-19.7877 trades=2351 years=15/13 class=valid_candidate;30;;controlled_combo
